"Time",1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032
"Bup providers",0,0,0,0,1893,3256,5484,8555.5,10637,14365.3,15817.5,18023.5,20148,22198,23629,25738,28930.5,32123,42037,57426.5,66800,94223,111716,127792,142971,155585,165674,171804,176115,179084,181100,182456,183361,183963
"Cumulative nonfatal overdoses",0,331370,704141,1.1168E+06,1.57098E+06,2.06836E+06,2.60885E+06,3.1911E+06,3.81591E+06,4.48641E+06,5.20162E+06,5.95983E+06,6.75743E+06,7.5829E+06,8.42933E+06,9.28924E+06,1.01583E+07,1.10385E+07,1.19307E+07,1.28178E+07,1.36859E+07,1.45373E+07,1.53697E+07,1.61636E+07,1.69152E+07,1.76223E+07,1.82861E+07,1.89151E+07,1.95138E+07,2.00841E+07,2.0628E+07,2.11473E+07,2.16438E+07,2.21203E+07
"Cumulative overdose deaths",0,10350.3,21796.8,34265.1,47823.7,62529.7,78354.9,95315.2,113558,133105,153786,175631,198532,222261,246618,271938,299455,332055,373400,422737,476507,535336,598511,662007,724769,785799,844571,901506,956625,1.0098E+06,1.06098E+06,1.11013E+06,1.15729E+06,1.20266E+06
"Cumulative UD person years",0,1.50164E+06,3.19272E+06,5.06197E+06,7.10986E+06,9.34404E+06,1.17681E+07,1.43828E+07,1.71967E+07,2.02256E+07,2.3474E+07,2.69371E+07,3.06073E+07,3.44598E+07,3.84595E+07,4.25659E+07,4.67442E+07,5.09622E+07,5.51822E+07,5.9347E+07,6.34169E+07,6.73754E+07,7.1213E+07,7.49015E+07,7.84306E+07,8.17959E+07,8.49992E+07,8.80537E+07,9.0971E+07,9.37603E+07,9.64299E+07,9.89878E+07,1.01442E+08,1.03801E+08
"HUD by MOUD[Bup]",0,0,0,0,3758.86,10476,23532.2,44484,64960.7,94766.2,116934,143108,170825,205564,235694,268431,307322,347742,409960,469739,504417,543482,564316,576448,589071,599694,586822,556001,526170,498211,471785,446647,422711,402510
"HUD by MOUD[MMT]",183230,135009,153593,173117,174911,184155,180667,196008,199409,202850,213400,225738,231706,237428,252445,264284,275877,269850,297665,310141,321027,251459,284172,322134,354388,379992,399268,413347,423318,430196,434837,437895,438912,428837
"HUD by MOUD[Viv]",0,0,0,0,0,0,0,0,0,0,0,121.178,456.014,998.988,1669.72,2504.66,4248.28,8104.11,11873.7,14139.7,15356.4,14459.6,15485.1,16518.4,17319.5,17877.8,18307.2,18722.7,19021.6,19210,19305.4,19322.1,19272.9,19249.4
"HUD in remission",199161,146849,124566,117860,118010,121346,126940,135467,146451,158777,173163,189375,207233,230238,255005,279986,305768,332673,362171,393141,418691,433551,441556,450304,457624,462929,464800,460322,451652,440824,428927,416546,404008,391032
"HUD in stable remission",225182,240841,252580,262786,272609,282521,292814,303708,315535,328432,342588,358180,375379,394483,415899,439680,465839,494488,525719,559846,596636,635279,674638,714552,754963,795693,836489,876826,916145,954130,990633,1.02559E+06,1.05897E+06,1.09078E+06
"HUD no MOUD",447089,565480,594191,614930,648907,672412,712413,730038,760366,793591,843290,894656,985032,1.13103E+06,1.21883E+06,1.30269E+06,1.39044E+06,1.49289E+06,1.50624E+06,1.49157E+06,1.46416E+06,1.48485E+06,1.39714E+06,1.29341E+06,1.18313E+06,1.07474E+06,993841,938519,888600,841609,796951,754339,714484,684295
